tweet_id,favorite_count,retweet_count
688519176466644993,2103,647
688385280030670848,8326,4016
688211956440801280,2036,730
688179443353796608,1924,519
688116655151435777,2558,686
688064179421470721,1553,313
687841446767013888,4900,2205
687826841265172480,2468,995
687818504314159109,2238,851
687807801670897665,2133,641
687732144991551489,1585,585
687704180304273409,2191,756
687664829264453632,1763,464
687494652870668288,1724,519
687480748861947905,1444,215
687476254459715584,1781,472
687460506001633280,1846,485
687399393394311168,1706,541
687317306314240000,18214,8187
687312378585812992,3929,1703
687127927494963200,4862,2013
687124485711986689,1976,455
687109925361856513,5257,2197
687102708889812993,2115,855
687096057537363968,2030,545
686947101016735744,7794,2849
686760001961103360,3175,1241
686749460672679938,3136,1294
686730991906516992,3724,1072
686683045143953408,2553,718
686618349602762752,3340,1220
686606069955735556,1707,482
686394059078897668,1556,626
686386521809772549,2934,773
686377065986265092,1997,502
686358356425093120,1946,579
686286779679375361,3633,1493
686050296934563840,2029,649
686035780142297088,1035,101
686034024800862208,2781,1014
686007916130873345,2234,356
686003207160610816,1645,555
685973236358713344,1891,467
685943807276412928,1467,525
685906723014619143,6756,2547
685681090388975616,1840,108
685667379192414208,2142,507
685663452032069632,2920,1310
685641971164143616,2647,688
685547936038666240,29687,13853
685532292383666176,2749,1031
685325112850124800,8475,3520
685321586178670592,2395,573
685315239903100929,2963,930
685307451701334016,1874,386
685268753634967552,2764,1051
685198997565345792,2090,585
685169283572338688,3692,1256
684969860808454144,2164,322
684959798585110529,6158,2758
684940049151070208,2891,921
684926975086034944,3125,409
684914660081053696,3159,1303
684902183876321280,1666,457
684880619965411328,1881,712
684830982659280897,31620,19312
684800227459624960,2458,893
684594889858887680,7997,3115
684588130326986752,3734,1258
684567543613382656,2708,1082
684538444857667585,2380,838
684481074559381504,3484,1053
684460069371654144,1776,492
684241637099323392,7329,2899
684225744407494656,1112,182
684222868335505415,3425,1218
684200372118904832,1927,926
684195085588783105,1715,448
684188786104872960,3131,1026
684177701129875456,1822,583
684147889187209216,2663,1342
684122891630342144,1816,416
684097758874210310,3697,1269
683857920510050305,3434,997
683852578183077888,1750,311
683849932751646720,2355,840
683834909291606017,2355,1002
683828599284170753,2527,960
683773439333797890,2988,1201
683742671509258241,5831,2953
683515932363329536,6670,2570
683498322573824003,2853,859
683481228088049664,2393,885
683462770029932544,2179,608
683449695444799489,3505,1432
683391852557561860,6864,2143
683357973142474752,2611,812
683142553609318400,2580,923
683111407806746624,3062,809
683098815881154561,1949,580
683078886620553216,1801,512
683030066213818368,1946,650
682962037429899265,32984,14624
682808988178739200,1585,149
682788441537560576,2232,1002
682750546109968385,1363,387
682697186228989953,1180,327
682662431982772225,2732,968
682638830361513985,1853,528
682429480204398592,3096,1021
682406705142087680,6784,1559
682393905736888321,2014,580
682389078323662849,1498,418
682303737705140231,2757,873
682259524040966145,3693,1059
682242692827447297,2893,1022
682088079302213632,16373,8721
682059653698686977,4438,1513
682047327939461121,2872,835
682032003584274432,5925,1759
682003177596559360,2793,1342
681981167097122816,2531,906
681891461017812993,2204,736
681694085539872773,11502,3609
681679526984871937,1589,392
681654059175129088,2358,807
681610798867845120,1691,411
681579835668455424,3176,1158
681523177663676416,12883,5107
681340665377193984,1476,246
681339448655802368,8378,3639
681320187870711809,2354,660
681302363064414209,3513,1598
681297372102656000,2896,838
681281657291280384,2902,979
681261549936340994,1294,234
681242418453299201,1320,464
681231109724700672,2182,429
681193455364796417,3325,1302
680970795137544192,2162,576
680959110691590145,4137,1785
680940246314430465,2854,917
680934982542561280,1867,387
680913438424612864,2154,552
680889648562991104,1564,316
680836378243002368,3114,1163
680805554198020098,1919,595
680801747103793152,2135,729
680798457301471234,2543,926
680609293079592961,2347,619
680583894916304897,3227,1170
680497766108381184,3786,1702
680494726643068929,1538,429
680473011644985345,2296,655
680440374763077632,1292,425
680221482581123072,1318,254
680206703334408192,2527,1019
680191257256136705,1937,435
680176173301628928,3464,1366
680161097740095489,2093,651
680145970311643136,3229,1532
680130881361686529,2061,838
680115823365742593,2447,812
680100725817409536,3220,1223
680085611152338944,11495,8005
680070545539371008,2328,761
679877062409191424,1734,568
679872969355714560,1962,587
679862121895714818,2191,540
679854723806179328,2549,1080
679844490799091713,2134,677
679828447187857408,32361,12336
679777920601223168,2791,973
679736210798047232,1871,705
679729593985699840,1952,731
679722016581222400,1497,421
679530280114372609,4265,1846
679527802031484928,2360,644
679511351870550016,2993,1116
679503373272485890,2837,1312
679475951516934144,1871,566
679462823135686656,28747,16733
679405845277462528,2110,1047
679158373988876288,18983,7110
679148763231985668,2490,899
679132435750195208,2624,1013
679111216690831360,5298,2262
679062614270468097,15135,7077
679047485189439488,2019,582
679001094530465792,2539,1075
678991772295516161,2019,996
678969228704284672,1462,404
678800283649069056,2297,802
678798276842360832,3098,1009
678774928607469569,2509,803
678767140346941444,3150,1203
678764513869611008,1452,411
678755239630127104,6362,2881
678740035362037760,3319,1465
678708137298427904,5000,2147
678675843183484930,2537,1292
678643457146150913,1825,352
678446151570427904,3584,1347
678424312106393600,4884,2223
678410210315247616,3743,1583
678399652199309312,71780,28080
678396796259975168,1421,365
678389028614488064,1672,371
678380236862578688,2181,804
678341075375947776,1536,468
678334497360859136,1157,222
678278586130948096,10191,5404
678255464182861824,1418,321
678023323247357953,1698,336
678021115718029313,12059,5515
677961670166224897,3074,1496
677918531514703872,1188,352
677895101218201600,4289,1802
677716515794329600,2717,853
677700003327029250,3036,1262
677698403548192770,1086,281
677687604918272002,2208,733
677673981332312066,2961,1321
677662372920729601,1737,831
677644091929329666,1660,715
677573743309385728,1900,587
677565715327688705,1158,404
677557565589463040,2173,994
677547928504967168,6167,3227
677530072887205888,941,196
677335745548390400,2684,1522
677334615166730240,1197,246
677331501395156992,963,202
677328882937298944,3255,1314
677314812125323265,1462,459
677301033169788928,1085,350
677269281705472000,1761,625
677228873407442944,3144,1428
677187300187611136,2431,794
676975532580409345,2466,930
676957860086095872,1978,711
676949632774234114,1155,344
676948236477857792,1911,760
676946864479084545,1534,320
676942428000112642,1831,659
676936541936185344,11322,4346
676916996760600576,2634,1588
676897532954456065,1993,630
676864501615042560,1837,613
676821958043033607,20200,13522
676819651066732545,1616,589
676811746707918848,1277,369
676776431406465024,4435,1774
676617503762681856,2564,840
676613908052996102,961,170
676606785097199616,1680,384
676603393314578432,1019,332
676593408224403456,4033,1842
676590572941893632,814,106
676588346097852417,2035,679
676582956622721024,1048,247
676575501977128964,2276,974
676533798876651520,1660,482
676496375194980353,1335,458
676470639084101634,10329,4095
676440007570247681,1531,579
676430933382295552,1232,299
676263575653122048,1838,473
676237365392908289,1058,241
676219687039057920,69072,27237
676215927814406144,1526,508
676191832485810177,2001,897
676146341966438401,1717,573
676121918416756736,1910,1009
676101918813499392,2531,1032
676098748976615425,2618,1226
676089483918516224,1152,382
675898130735476737,1406,496
675891555769696257,1873,748
675888385639251968,2070,822
675878199931371520,3679,1217
675870721063669760,1429,487
675853064436391936,2373,1115
675849018447167488,840,122
675845657354215424,1993,763
675822767435051008,1348,467
675820929667219457,932,201
675798442703122432,9102,2998
675781562965868544,1422,413
675740360753160193,1034,289
675710890956750848,1640,706
675707330206547968,1746,585
675706639471788032,565,82
675534494439489536,1623,351
675531475945709568,1042,322
675522403582218240,912,245
675517828909424640,1116,399
675501075957489664,15125,5113
675497103322386432,2750,1106
675489971617296384,1120,524
675483430902214656,1612,834
675432746517426176,1334,494
675372240448454658,1494,447
675362609739206656,917,189
675354435921575936,28959,14667
675349384339542016,3446,1961
675334060156301312,2424,1111
675166823650848770,3097,1355
675153376133427200,5470,2222
675149409102012420,3273,1472
675147105808306176,828,193
675146535592706048,1038,248
675145476954566656,1871,764
675135153782571009,1138,403
675113801096802304,1695,677
675111688094527488,846,209
675109292475830276,2455,981
675047298674663426,909,268
675015141583413248,2356,1016
675006312288268288,853,195
675003128568291329,1356,397
674999807681908736,1939,938
674805413498527744,735,305
674800520222154752,2629,733
674793399141146624,2159,930
674790488185167872,962,213
674788554665512960,704,180
674781762103414784,1751,1019
674774481756377088,960,398
674767892831932416,1590,681
674764817387900928,682,198
674754018082705410,1200,376
674752233200820224,1274,389
674743008475090944,1230,454
674742531037511680,420,42
674739953134403584,947,321
674737130913071104,564,79
674690135443775488,1003,406
674670581682434048,1414,557
674664755118911488,795,200
674646392044941312,1232,420
674644256330530816,905,236
674638615994089473,1483,499
674632714662858753,1315,492
674606911342424069,827,85
674468880899788800,5456,1758
674447403907457024,931,307
674436901579923456,962,337
674422304705744896,1249,453
674416750885273600,587,113
674410619106390016,1041,388
674394782723014656,1304,479
674372068062928900,741,275
674330906434379776,483,64
674318007229923329,1219,441
674307341513269249,9917,5940
674291837063053312,12847,5053
674271431610523648,1359,632
674269164442398721,800,200
674265582246694913,1427,720
674262580978937856,1150,372
674255168825880576,1271,457
674082852460433408,658,141
674075285688614912,862,243
674063288070742018,5570,1881
674053186244734976,2876,1103
674051556661161984,1262,422
674045139690631169,1239,549
674042553264685056,620,107
674038233588723717,950,361
674036086168010753,740,180
674024893172875264,1549,1058
674019345211760640,989,258
674014384960745472,1356,546
674008982932058114,1061,294
673956914389192708,1708,819
673919437611909120,1034,318
673906403526995968,2774,1407
673887867907739649,820,218
673716320723169284,2705,661
673715861853720576,3085,1779
673711475735838725,919,260
673709992831262724,732,229
673708611235921920,934,250
673707060090052608,966,337
673705679337693185,1099,349
673700254269775872,1256,489
673697980713705472,3420,1668
673689733134946305,1499,556
673688752737402881,1097,429
673686845050527744,1250,365
673680198160809984,1198,401
673662677122719744,1102,318
673656262056419329,629,192
673636718965334016,969,305
673612854080196609,1393,618
673583129559498752,1039,305
673580926094458881,717,230
673576835670777856,1203,479
673363615379013632,911,265
673359818736984064,1258,581
673355879178194945,1303,487
673352124999274496,1461,469
673350198937153538,665,182
673345638550134785,2174,1082
673343217010679808,836,232
673342308415348736,1106,485
673320132811366400,11684,6745
673317986296586240,758,213
673295268553605120,6564,2694
673270968295534593,925,307
673240798075449344,1238,609
673213039743795200,1918,712
673148804208660480,1448,535
672997845381865473,1705,619
672995267319328768,821,247
672988786805112832,852,252
672984142909456390,1088,461
672980819271634944,1589,877
672975131468300288,1451,766
672970152493887488,810,299
672968025906282496,1141,456
672964561327235073,1228,544
672902681409806336,1185,417
672898206762672129,769,353
672884426393653248,1337,718
672877615439593473,887,295
672834301050937345,1128,494
672828477930868736,1085,409
672640509974827008,849,268
672622327801233409,1127,413
672614745925664768,1065,507
672609152938721280,941,333
672604026190569472,942,332
672594978741354496,1140,520
672591762242805761,822,277
672591271085670400,629,153
672538107540070400,883,310
672523490734551040,540,143
672488522314567680,969,364
672482722825261057,965,513
672481316919734272,625,110
672475084225949696,1263,601
672466075045466113,1165,436
672272411274932228,5602,2883
672267570918129665,1280,526
672264251789176834,994,281
672256522047614977,2452,1305
672254177670729728,1247,639
672248013293752320,1494,511
672245253877968896,592,128
672239279297454080,798,270
672231046314901505,1585,869
672222792075620352,690,170
672205392827572224,1927,991
672169685991993344,892,314
672160042234327040,752,301
672139350159835138,1509,587
672125275208069120,2075,964
672095186491711488,857,325
672082170312290304,821,315
672068090318987265,1114,437
671896809300709376,7418,3622
671891728106971137,1151,471
671882082306625538,3024,1185
671879137494245376,1222,561
671874878652489728,1085,471
671866342182637568,978,410
671855973984772097,782,365
671789708968640512,6161,2949
671768281401958400,1026,423
671763349865160704,1463,761
671744970634719232,1175,644
671743150407421952,658,196
671735591348891648,1262,645
671729906628341761,7319,3736
671561002136281088,11109,6195
671550332464455680,798,182
671547767500775424,1186,490
671544874165002241,1704,878
671542985629241344,942,476
671538301157904385,822,333
671536543010570240,1013,338
671533943490011136,885,489
671528761649688577,717,210
671520732782923777,1197,441
671518598289059840,821,246
671511350426865664,1388,597
671504605491109889,6087,3069
671497587707535361,800,377
671488513339211776,863,406
671486386088865792,499,170
671485057807351808,657,191
671390180817915904,1259,643
671362598324076544,956,254
671357843010908160,345,132
671355857343524864,406,102
671347597085433856,813,362
671186162933985280,619,173
671182547775299584,955,278
671166507850801152,762,300
671163268581498880,1426,951
671159727754231808,311,67
671154572044468225,609,184
671151324042559489,570,127
671147085991960577,570,191
671141549288370177,1001,563
671138694582165504,800,334
671134062904504320,636,158
671122204919246848,3013,2154
671115716440031232,1190,661
671109016219725825,980,373
670995969505435648,944,235
670842764863651840,21417,7435
670840546554966016,514,165
670838202509447168,958,590
670833812859932673,373,108
670832455012716544,627,180
670826280409919488,4753,3445
670823764196741120,658,157
670822709593571328,536,82
670815497391357952,2713,1288
670811965569282048,960,226
670807719151067136,1031,422
670804601705242624,1693,807
670803562457407488,297,75
670797304698376195,645,199
670792680469889025,719,235
670789397210615808,568,209
670786190031921152,516,166
670783437142401025,710,326
670782429121134593,1315,644
670780561024270336,688,247
670778058496974848,291,62
670764103623966721,937,365
670755717859713024,387,86
670733412878163972,831,441
670727704916926465,719,311
670717338665226240,1025,408
670704688707301377,679,313
670691627984359425,506,207
670679630144274432,648,235
670676092097810432,211,35
670668383499735048,9223,4234
670474236058800128,1311,629
670468609693655041,308,77
670465786746662913,842,458
670452855871037440,478,173
670449342516494336,1056,561
670444955656130560,5913,1720
670442337873600512,569,173
670435821946826752,914,428
670434127938719744,1240,554
670433248821026816,289,99
670428280563085312,1194,509
670427002554466305,451,140
670421925039075328,1110,540
670420569653809152,529,262
670417414769758208,489,280
670411370698022913,1754,755
670408998013820928,475,183
670403879788544000,369,126
670385711116361728,481,169
670374371102445568,655,230
670361874861563904,284,54
670338931251150849,365,96
670319130621435904,3374,1053
670303360680108032,377,106
670290420111441920,615,245
670093938074779648,891,275
670086499208155136,602,212
670079681849372674,1915,1041
670073503555706880,1360,676
670069087419133954,530,204
670061506722140161,649,282
670055038660800512,582,277
670046952931721218,560,147
670040295598354432,643,95
670037189829525505,515,236
670003130994700288,285,76
669993076832759809,277,68
669972011175813120,385,130
669970042633789440,262,43
669942763794931712,435,131
669926384437997569,328,80
669923323644657664,198,50
669753178989142016,690,335
669749430875258880,224,55
669684865554620416,438,74
669683899023405056,332,91
669682095984410625,306,112
669680153564442624,573,240
669661792646373376,703,357
669625907762618368,3048,1544
669603084620980224,831,316
669597912108789760,440,129
669583744538451968,1297,788
669573570759163904,379,119
669571471778410496,1380,863
669567591774625800,199,45
669564461267722241,328,102
669393256313184256,305,61
669375718304980992,1151,619
669371483794317312,424,147
669367896104181761,398,127
669363888236994561,546,198
669359674819481600,322,101
669354382627049472,2331,1075
669353438988365824,556,222
669351434509529089,371,151
669328503091937280,886,356
669327207240699904,486,99
669324657376567296,430,180
669216679721873412,1030,344
669214165781868544,376,134
669203728096960512,870,400
669037058363662336,561,260
669015743032369152,634,319
669006782128353280,500,205
669000397445533696,18137,5423
668994913074286592,382,186
668992363537309700,639,290
668989615043424256,584,285
668988183816871936,780,389
668986018524233728,466,137
668981893510119424,467,253
668979806671884288,690,285
668975677807423489,1129,493
668967877119254528,124,18
668960084974809088,601,207
668955713004314625,234,63
668932921458302977,224,50
668902994700836864,271,85
668892474547511297,342,123
668872652652679168,464,260
668852170888998912,399,139
668826086256599040,374,111
668815180734689280,477,219
668779399630725120,618,319
668655139528511488,460,184
668645506898350081,751,451
668643542311546881,762,441
668641109086707712,926,458
668636665813057536,896,428
668633411083464705,2418,1366
668631377374486528,602,273
668627278264475648,272,95
668625577880875008,322,109
668623201287675904,1229,646
668620235289837568,180,35
668614819948453888,533,267
668587383441514497,1445,911
668567822092664832,203,46
668544745690562560,439,194
668542336805281792,389,179
668537837512433665,220,61
668528771708952576,395,187
668507509523615744,269,86
668496999348633600,351,113
668484198282485761,358,203
668480044826800133,382,125
668466899341221888,750,432
668297328638447616,543,254
668291999406125056,207,25
668286279830867968,427,110
668274247790391296,702,193
668268907921326080,473,204
668256321989451776,1126,509
668248472370458624,814,400
668237644992782336,5323,2374
668226093875376128,241,84
668221241640230912,442,169
668204964695683073,477,169
668190681446379520,561,169
668171859951755264,414,158
668154635664932864,428,266
668142349051129856,499,233
668113020489474048,564,206
667937095915278337,1093,676
667924896115245057,259,94
667915453470232577,181,46
667911425562669056,421,239
667902449697558528,737,324
667886921285246976,1618,897
667885044254572545,714,389
667878741721415682,341,100
667873844930215936,539,333
667866724293877760,2645,881
667861340749471744,216,68
667832474953625600,246,53
667806454573760512,910,411
667801013445750784,276,80
667793409583771648,591,279
667782464991965184,355,208
667773195014021121,199,44
667766675769573376,367,184
667728196545200128,319,125
667724302356258817,418,262
667550904950915073,0,28
667550882905632768,0,25
667549055577362432,4972,1898
667546741521195010,300,104
667544320556335104,745,450
667538891197542400,171,57
667534815156183040,704,440
667530908589760512,403,205
667524857454854144,1466,952
667517642048163840,327,163
667509364010450944,5876,1834
667502640335572993,474,192
667495797102141441,443,227
667491009379606528,447,187
667470559035432960,222,85
667455448082227200,167,53
667453023279554560,278,70
667443425659232256,670,480
667437278097252352,389,198
667435689202614272,264,75
667405339315146752,401,192
667393430834667520,165,50
667369227918143488,323,141
667211855547486208,418,209
667200525029539841,532,224
667192066997374976,322,84
667188689915760640,633,327
667182792070062081,12209,5171
667177989038297088,158,47
667176164155375616,514,378
667174963120574464,216,69
667171260800061440,184,72
667165590075940865,2324,950
667160273090932737,213,50
667152164079423490,41575,14384
667138269671505920,3924,1835
667119796878725120,280,103
667090893657276420,279,104
667073648344346624,344,101
667070482143944705,71,12
667065535570550784,139,39
667062181243039745,190,46
667044094246576128,158,43
667012601033924608,385,184
666996132027977728,208,77
666983947667116034,2191,836
666837028449972224,686,462
666835007768551424,179,64
666826780179869698,215,77
666817836334096384,432,208
666804364988780544,204,79
666786068205871104,646,403
666781792255496192,319,167
666776908487630848,297,147
666739327293083650,203,59
666701168228331520,368,181
666691418707132416,159,41
666649482315059201,975,517
666644823164719104,203,67
666454714377183233,438,174
666447344410484738,88,18
666437273139982337,106,40
666435652385423360,132,41
666430724426358785,269,158
666428276349472768,135,64
666421158376562688,266,90
666418789513326592,101,39
666411507551481857,364,257
666407126856765440,92,30
666396247373291520,146,66
666373753744588802,158,73
666362758909284353,640,464
666353288456101888,170,56
666345417576210432,232,121
666337882303524864,163,78
666293911632134144,417,288
666287406224695296,119,55
666273097616637952,148,66
666268910803644416,97,38
666104133288665088,12535,5384
666102155909144576,63,11
666099513787052032,132,53
666094000022159362,139,63
666082916733198337,90,37
666073100786774016,272,129
666071193221509120,126,49
666063827256086533,389,179
666058600524156928,98,46
666057090499244032,245,111
666055525042405380,360,193
666051853826850816,1009,687
666050758794694657,112,49
666049248165822465,85,35
666044226329800704,243,113
666033412701032449,98,35
666029285002620928,111,39
666020888022790149,2227,417
